text,labels,affiliate,encoded_column
jualan ya disitu bapaknya harapan anies kematian anaknya diselesaikan ,2,anies,"['jualan', 'ya', 'disitu', 'bapaknya', 'harapan', 'anies', 'kematian', 'anaknya', 'diselesaikan']"
propaganda anies anies ,0,anies,"['propaganda', 'anies', 'anies']"
insya allah biqodratillah anies muhaimin presiden ri aaminnn allahumma aaminnn ,1,anies,"['insya', 'allah', 'bi', '##q', '##od', '##rati', '##ll', '##ah', 'anies', 'muh', '##aim', '##in', 'presiden', 'ri', 'aa', '##min', '##nn', 'allahu', '##mm', '##a', 'aa', '##min', '##nn']"
anies keok narasi pemilu curang dicurangi ,0,anies,"['anies', 'ke', '##ok', 'narasi', 'pemilu', 'curang', 'dic', '##urang', '##i']"
namanya debat pilpres janga bawa perasaan p anies lupa berjasa ya rakyat jakarta kekuasaan tertinggi rakyat ,1,anies,"['namanya', 'debat', 'pilpres', 'jang', '##a', 'bawa', 'perasaan', 'p', 'anies', 'lupa', 'berjasa', 'ya', 'rakyat', 'jakarta', 'kekuasaan', 'tertinggi', 'rakyat']"
gue dengar curhatan guru mengaji gue anggota majelis damai menggelar takbir akbar anies dicap agen liberal konserv mendikbud ,2,anies,"['gue', 'dengar', 'curhat', '##an', 'guru', 'mengaji', 'gue', 'anggota', 'majelis', 'damai', 'menggelar', 'takbir', 'akbar', 'anies', 'dicap', 'agen', 'liberal', 'konserv', 'mendikbud']"
debat perdana pakar gestur soroti capres anies kalimat gerakan basahi bibir h jb ya ,1,anies,"['debat', 'perdana', 'pakar', 'ges', '##tur', 'sorot', '##i', 'capres', 'anies', 'kalimat', 'gerakan', 'basah', '##i', 'bibir', 'h', 'jb', 'ya']"
ustadz abdul somad resmi dukung anies pilpres b frwb gue zr fjl ya ,2,anies,"['ustadz', 'abdul', 'som', '##ad', 'resmi', 'dukung', 'anies', 'pilpres', 'b', 'fr', '##wb', 'gue', 'z', '##r', 'f', '##jl', 'ya']"
sesi anies mancing emosi senang lihat timbul marah marah ,0,anies,"['sesi', 'anies', 'mancing', 'emosi', 'senang', 'lihat', 'timbul', 'marah', 'marah']"
anies terbaik ,2,anies,"['anies', 'terbaik']"
ahok mengalahkan anies debat meanwhile anies memasak ahok ,2,anies,"['ahok', 'mengalahkan', 'anies', 'debat', 'mean', '##wh', '##ile', 'anies', 'memasak', 'ahok']"
kalo dibales nyenggol duluan emosian ,1,anies,"['kalo', 'diba', '##les', 'ny', '##engg', '##ol', 'duluan', 'emosi', '##an']"
desak anies lampung tuh nongol dikasih panggung kontra anies berdiskusi ,0,anies,"['desak', 'anies', 'lampung', 'tuh', 'nongol', 'dikasih', 'panggung', 'kontra', 'anies', 'berdiskusi']"
kalo hina banget sedih pas capres normal normalisasi pas prabowo mocking anies ,0,anies,"['kalo', 'hina', 'banget', 'sedih', 'pas', 'capres', 'normal', 'normal', '##isasi', 'pas', 'prabowo', 'moc', '##king', 'anies']"
anies baswedan pilihan indonesia ,1,anies,"['anies', 'baswedan', 'pilihan', 'indonesia']"
bacot anies mengandung rasisme ,0,anies,"['bac', '##ot', 'anies', 'mengandung', 'rasi', '##sm', '##e']"
pilgub dibalik anies ya prabowo ,1,anies,"['pilgub', 'dibalik', 'anies', 'ya', 'prabowo']"
propaganda memilih anies akal sehat kewarasan nalar lo framing busuk pakai bahan recehan ,1,anies,"['propaganda', 'memilih', 'anies', 'akal', 'sehat', 'kewar', '##asan', 'nalar', 'lo', 'fram', '##ing', 'busuk', 'pakai', 'bahan', 'rece', '##han']"
pesimis su menang lawan ahok orang nonkader dilamar cagub kadernya downgrade cawagub anies bawa proposal dukungan kerumahnya malam malam ya coba suruh bantah qoj oi p ,2,anies,"['pesimis', 'su', 'menang', 'lawan', 'ahok', 'orang', 'non', '##kad', '##er', 'dilamar', 'ca', '##gub', 'kader', '##nya', 'down', '##grade', 'caw', '##agub', 'anies', 'bawa', 'proposal', 'dukungan', 'kerumah', '##nya', 'malam', 'malam', 'ya', 'coba', 'suruh', 'bantah', 'q', '##oj', 'oi', 'p']"
r wey disurvey beda polusi disurvey anies bohong kalo survey pemilihan orang disurvey bohong merubah pilihan dst ,1,anies,"['r', 'we', '##y', 'dis', '##ur', '##vey', 'beda', 'polusi', 'dis', '##ur', '##vey', 'anies', 'bohong', 'kalo', 'survey', 'pemilihan', 'orang', 'dis', '##ur', '##vey', 'bohong', 'merubah', 'pilihan', 'dst']"
dlakukan anies keras menyerangnya balaskan sakit hati jutaan pendukung pas dikhianati orang demokrat jenderal kardus ,0,anies,"['dl', '##akukan', 'anies', 'keras', 'menyerang', '##nya', 'balas', '##kan', 'sakit', 'hati', 'jutaan', 'pendukung', 'pas', 'dik', '##hi', '##ana', '##ti', 'orang', 'demokrat', 'jenderal', 'kardus']"
propaganda suka kalo lu tampilkan gambar anies gambar lo caption suka lu lo kampanye anies pajang gambar anies semangat teruslah post gambar anies lupa minum susu basi asam sulfat biar kuat ,2,anies,"['propaganda', 'suka', 'kalo', 'lu', 'tampilkan', 'gambar', 'anies', 'gambar', 'lo', 'cap', '##tion', 'suka', 'lu', 'lo', 'kampanye', 'anies', 'pajang', 'gambar', 'anies', 'semangat', 'teruslah', 'post', 'gambar', 'anies', 'lupa', 'minum', 'susu', 'basi', 'asam', 'sulfat', 'biar', 'kuat']"
urusan lo mah anies dipilih orang cerdas bersih hatinya ,2,anies,"['urusan', 'lo', 'mah', 'anies', 'dipilih', 'orang', 'cerdas', 'bersih', 'hatinya']"
anies otaknya didengkul v ag ur t ,1,anies,"['anies', 'otaknya', 'did', '##engku', '##l', 'v', 'ag', 'ur', 't']"
anies capres bicaranya sesuai fakta sih oposisi bebas bicara mengkritik mencaci maki kepala negara bebas dimaukan anies kebebasan ,0,anies,"['anies', 'capres', 'bicaranya', 'sesuai', 'fakta', 'sih', 'oposisi', 'bebas', 'bicara', 'mengkritik', 'menca', '##ci', 'maki', 'kepala', 'negara', 'bebas', 'dim', '##aukan', 'anies', 'kebebasan']"
anies dianggap unggul debat capres perdana analisa trust indonesia qw ,2,anies,"['anies', 'dianggap', 'unggul', 'debat', 'capres', 'perdana', 'analisa', 'trust', 'indonesia', 'qw']"
anies keren banget masyaallah ,2,anies,"['anies', 'keren', 'banget', 'masya', '##allah']"
anies kalo mengomong ngelindur qru ,1,anies,"['anies', 'kalo', 'meng', '##omong', 'ngel', '##indu', '##r', 'q', '##ru']"
anies pintar mengomong kayak penjual obat kutu loncat bapaknya kadrun terlatih muda penarik sumbangan pinggir jalan ,2,anies,"['anies', 'pintar', 'meng', '##omong', 'kayak', 'penjual', 'obat', 'kutu', 'loncat', 'bapaknya', 'kad', '##run', 'terlatih', 'muda', 'penari', '##k', 'sumbangan', 'pinggir', 'jalan']"
bismillahirrahmanirrahim anies rasyid baswedan for indonesia amin ghffu hac ,1,anies,"['bismillah', '##ir', '##rahman', '##ir', '##rahim', 'anies', 'rasyid', 'baswedan', 'for', 'indonesia', 'amin', 'gh', '##ff', '##u', 'ha', '##c']"
akun dipromote ,1,anies,"['akun', 'dipr', '##omo', '##te']"
setingannya prabowo bangsa ngusung jokowi anies eeh ambyar gara pilpres nyinyir emosian huff cucuku atok capek ,0,anies,"['seting', '##annya', 'prabowo', 'bangsa', 'ng', '##usun', '##g', 'jokowi', 'anies', 'ee', '##h', 'amb', '##yar', 'gara', 'pilpres', 'nyi', '##ny', '##ir', 'emosi', '##an', 'hu', '##ff', 'cucu', '##ku', 'ato', '##k', 'capek']"
uas dukungan anies siaplah dijadikan tumbal penguasa angin ,2,anies,"['uas', 'dukungan', 'anies', 'siap', '##lah', 'dijadikan', 'tum', '##bal', 'penguasa', 'angin']"
maaf dukung anies pilihan suruh orang didukung ,2,anies,"['maaf', 'dukung', 'anies', 'pilihan', 'suruh', 'orang', 'didukung']"
bocah tua nakal ,0,anies,"['bocah', 'tua', 'nakal']"
biasalah biar ditinggal fan boynya aka kadrun membedakan oposisi anies wan got parah bed anis ,0,anies,"['biasa', '##lah', 'biar', 'ditinggal', 'fan', 'boy', '##nya', 'aka', 'kad', '##run', 'membedakan', 'oposisi', 'anies', 'wan', 'got', 'parah', 'bed', 'anis']"
menang debat calon main main anies elegan membawakan visi misi nya ,2,anies,"['menang', 'debat', 'calon', 'main', 'main', 'anies', 'elegan', 'membawakan', 'visi', 'misi', 'nya']"
sara anies meragukan demokrasi indonesia bos cyrus network keluarganya menikah arab anies merepresentasikan keindonesiaan a np md pf sih ,0,anies,"['sara', 'anies', 'meragukan', 'demokrasi', 'indonesia', 'bos', 'cy', '##rus', 'network', 'keluarganya', 'menikah', 'arab', 'anies', 'merep', '##resentasikan', 'kei', '##nd', '##onesia', '##an', 'a', 'np', 'md', 'pf', 'sih']"
ya kalo nyomot kalimat ahok munafik partai pengusung anies oposisi kalo demokrasi menurun jokowi mengizinkan berkoalisi iya kaget anis menghargai jasa prabowo silam ,0,anies,"['ya', 'kalo', 'ny', '##omo', '##t', 'kalimat', 'ahok', 'munafik', 'partai', 'pengus', '##ung', 'anies', 'oposisi', 'kalo', 'demokrasi', 'menurun', 'jokowi', 'mengizinkan', 'berk', '##oal', '##isi', 'iya', 'kaget', 'anis', 'menghargai', 'jasa', 'prabowo', 'silam']"
narasi bodoh mengambarkan isi kepala kompetisi pilpres pribadi pribadi anies menaruh hormat tolong bedakan pribadi publik paham ,1,anies,"['narasi', 'bodoh', 'mengam', '##barkan', 'isi', 'kepala', 'kompetisi', 'pilpres', 'pribadi', 'pribadi', 'anies', 'menaruh', 'hormat', 'tolong', 'bedak', '##an', 'pribadi', 'publik', 'paham']"
alasannya memilih anies pendukungnya dibelakang tuh ,0,anies,"['alasannya', 'memilih', 'anies', 'pendukungnya', 'dibelakang', 'tuh']"
kuduga anies membawa politik identitasnya berkampanye ,1,anies,"['kudu', '##ga', 'anies', 'membawa', 'politik', 'identitasnya', 'berk', '##ampan', '##ye']"
integritas anies kayak bos isi deh ,1,anies,"['integritas', 'anies', 'kayak', 'bos', 'isi', 'deh']"
utamakan lihat debatnya selesai anies gubernur becus nyapres ,1,anies,"['utamakan', 'lihat', 'debat', '##nya', 'selesai', 'anies', 'gubernur', 'bec', '##us', 'nya', '##pres']"
loh kelakuan buzzer anies ns bu ,1,anies,"['loh', 'kelakuan', 'bu', '##zz', '##er', 'anies', 'ns', 'bu']"
kalo gasuka pilih mas anies menhan nya ,1,anies,"['kalo', 'gas', '##uka', 'pilih', 'mas', 'anies', 'men', '##han', 'nya']"
koruptor niat korupsi ketakutab menggagalkan kemenangan anies ,0,anies,"['koruptor', 'niat', 'korupsi', 'ketak', '##uta', '##b', 'mengga', '##gal', '##kan', 'kemenangan', 'anies']"
anies capres pemecah belah ,1,anies,"['anies', 'capres', 'pemecah', 'belah']"
kualitas jubir anies muda keren analisa pendidikan ,2,anies,"['kualitas', 'ju', '##bir', 'anies', 'muda', 'keren', 'analisa', 'pendidikan']"
lihat hasil kerjanya anies kasih contoh kampung akuarium kampung digusur ahok dibereskan anies ,1,anies,"['lihat', 'hasil', 'kerjanya', 'anies', 'kasih', 'contoh', 'kampung', 'akuarium', 'kampung', 'dig', '##usur', 'ahok', 'diber', '##eskan', 'anies']"
beruntung coba podium hp prabowo anies selamat ,2,anies,"['beruntung', 'coba', 'podium', 'hp', 'prabowo', 'anies', 'selamat']"
ya prabowo anies yx kak cs h ,1,anies,"['ya', 'prabowo', 'anies', 'y', '##x', 'kak', 'cs', 'h']"
perasaan dikonfirmasi deh prabowo kalo pernyataan anies pas pilpres kalo komentar cari fakta ,1,anies,"['perasaan', 'dikonfirmasi', 'deh', 'prabowo', 'kalo', 'pernyataan', 'anies', 'pas', 'pilpres', 'kalo', 'komentar', 'cari', 'fakta']"
ktp polusi anies wowkwokwwkkw wi jq ya o ,1,anies,"['ktp', 'polusi', 'anies', 'wow', '##kw', '##ok', '##ww', '##kk', '##w', 'wi', 'j', '##q', 'ya', 'o']"
kalo gue dukung prabowo gue sebar kali aib ganjar anies sry gue kayak lu haus followers buzzer wkwk ,0,anies,"['kalo', 'gue', 'dukung', 'prabowo', 'gue', 'sebar', 'kali', 'aib', 'ganja', '##r', 'anies', 'sr', '##y', 'gue', 'kayak', 'lu', 'haus', 'followers', 'bu', '##zz', '##er', 'wkwk']"
loh anies keren ,2,anies,"['loh', 'anies', 'keren']"
lagu kaset kusut kalo bawa identitas ya ahok dikepulauan seribu pilkada anies mendikbud anies politik identitas ,1,anies,"['lagu', 'kaset', 'kusut', 'kalo', 'bawa', 'identitas', 'ya', 'ahok', 'dikep', '##ulauan', 'seribu', 'pilkada', 'anies', 'mendikbud', 'anies', 'politik', 'identitas']"
anies beretika ,1,anies,"['anies', 'ber', '##etika']"
propaganda p b gue teori hitungan njlimet kaya rumus asam sulfat nasdem kayak psi kayak pdi p kah anies baswedan simbolik oposisi ya cukk ,0,anies,"['propaganda', 'p', 'b', 'gue', 'teori', 'hitungan', 'nj', '##lim', '##et', 'kaya', 'rumus', 'asam', 'sulfat', 'nasdem', 'kayak', 'psi', 'kayak', 'pdi', 'p', 'kah', 'anies', 'baswedan', 'simbolik', 'oposisi', 'ya', 'cu', '##kk']"
anies almarhum habibie ya allah butuh pemimpin cerdas ,2,anies,"['anies', 'almarhum', 'habibie', 'ya', 'allah', 'butuh', 'pemimpin', 'cerdas']"
parah otak orang indonesia kebenaran tegakkan balas budi mental keadilan prabowo dukung anies anies menang memiliki potensi ,2,anies,"['parah', 'otak', 'orang', 'indonesia', 'kebenaran', 'tegak', '##kan', 'balas', 'budi', 'mental', 'keadilan', 'prabowo', 'dukung', 'anies', 'anies', 'menang', 'memiliki', 'potensi']"
anies didukung prabowo nyagub dki anies menang gubernur dukungan geng radikal fpi hti dll menangnya anies dki prabowo ,2,anies,"['anies', 'didukung', 'prabowo', 'nya', '##gub', 'dki', 'anies', 'menang', 'gubernur', 'dukungan', 'geng', 'radikal', 'fpi', 'hti', 'dll', 'menang', '##nya', 'anies', 'dki', 'prabowo']"
membesarkan anies prabowo kalo jkw iya andil prabowo pks massa pilgub geribdra penggembira ,1,anies,"['membesarkan', 'anies', 'prabowo', 'kalo', 'jk', '##w', 'iya', 'andil', 'prabowo', 'pks', 'massa', 'pilgub', 'ger', '##ib', '##dr', '##a', 'penggemb', '##ira']"
pemimpin adil anies ,2,anies,"['pemimpin', 'adil', 'anies']"
anies elegan banget ,2,anies,"['anies', 'elegan', 'banget']"
bacotan nyinyir statement anies bawa ayah korban kebiadaban demo bawaslu tuh baca saksi advokad muslim bisul lo ,0,anies,"['bac', '##otan', 'nyi', '##ny', '##ir', 'statement', 'anies', 'bawa', 'ayah', 'korban', 'keb', '##ia', '##da', '##ban', 'demo', 'bawaslu', 'tuh', 'baca', 'saksi', 'adv', '##oka', '##d', 'muslim', 'bisul', 'lo']"
orang pintar cerdas anies menghadapi ,2,anies,"['orang', 'pintar', 'cerdas', 'anies', 'menghadapi']"
menyaksikan debat memiliki kesimpulan anies menaklukkan panggung debat shg lawan nya berkutik sprtnya swing voters menentukan pilihannya amin ,0,anies,"['menyaksikan', 'debat', 'memiliki', 'kesimpulan', 'anies', 'menaklukkan', 'panggung', 'debat', 'sh', '##g', 'lawan', 'nya', 'berk', '##utik', 'spr', '##tn', '##ya', 'swing', 'vote', '##rs', 'menentukan', 'pilihannya', 'amin']"
suka anies pilih anies suka diculik pilih prabowo kwokwow a a amin ,2,anies,"['suka', 'anies', 'pilih', 'anies', 'suka', 'diculik', 'pilih', 'prabowo', 'kw', '##ok', '##wo', '##w', 'a', 'a', 'amin']"
anies liberal bang dilabelin antek jis nasib dilabeli fanatik btw kofar kafir mah ahok n buzzernya deh kegocek buzzer radikal radikul menuduh kpk ,0,anies,"['anies', 'liberal', 'bang', 'dil', '##abel', '##in', 'ant', '##ek', 'ji', '##s', 'nasib', 'dil', '##abel', '##i', 'fanatik', 'btw', 'ko', '##far', 'kafir', 'mah', 'ahok', 'n', 'bu', '##zz', '##ernya', 'deh', 'keg', '##oc', '##ek', 'bu', '##zz', '##er', 'radikal', 'radik', '##ul', 'menuduh', 'kpk']"
makan siang n susu gratis eh jiplak program anies awokwokwok ,2,anies,"['makan', 'siang', 'n', 'susu', 'gratis', 'eh', 'ji', '##pl', '##ak', 'program', 'anies', 'aw', '##ok', '##wo', '##kw', '##ok']"
kondisi psikis labil menenangkan mencoba gimick lucu salah ,0,anies,"['kondisi', 'psikis', 'labil', 'menenangkan', 'mencoba', 'gim', '##ick', 'lucu', 'salah']"
anies pemecah belah bangsa ,1,anies,"['anies', 'pemecah', 'belah', 'bangsa']"
kemarin buzzer bilang rohingya jajah aceh sengaja komen baca isinya ujungnya downgrade anies ,1,anies,"['kemarin', 'bu', '##zz', '##er', 'bilang', 'rohingya', 'jaj', '##ah', 'aceh', 'sengaja', 'komen', 'baca', 'isinya', 'ujungnya', 'down', '##grade', 'anies']"
manyun diskak mat anies muka memerah stoke ,1,anies,"['many', '##un', 'disk', '##ak', 'mat', 'anies', 'muka', 'memerah', 'stok', '##e']"
dibayar juta menghinakan nabi acara desak goblokers anies berbaju gamis sadar woi sadar kali eu ,1,anies,"['dibayar', 'juta', 'menghina', '##kan', 'nabi', 'acara', 'desak', 'gob', '##loker', '##s', 'anies', 'berba', '##ju', 'gamis', 'sadar', 'wo', '##i', 'sadar', 'kali', 'e', '##u']"
setuju sih timnya anies keren menarik anak muda melek politik halus ,2,anies,"['setuju', 'sih', 'timnya', 'anies', 'keren', 'menarik', 'anak', 'muda', 'melek', 'politik', 'halus']"
anies rocky gerung versi anjir lo apapun pakai data ,1,anies,"['anies', 'rock', '##y', 'ger', '##ung', 'versi', 'anj', '##ir', 'lo', 'apapun', 'pakai', 'data']"
min program konkrit kesejahteraan dosen pilihan berangkat memilih anies golput trgntung janji konkrit anies dosen perbandingan fud bikin janji gaji guru up juta gamilih partainya ,0,anies,"['min', 'program', 'konkrit', 'kesejahteraan', 'dosen', 'pilihan', 'berangkat', 'memilih', 'anies', 'golput', 'tr', '##gn', '##tu', '##ng', 'janji', 'konkrit', 'anies', 'dosen', 'perbandingan', 'fu', '##d', 'bikin', 'janji', 'gaji', 'guru', 'up', 'juta', 'gam', '##ilih', 'partainya']"
bocoran turunnya elektabilitas bowo kalah debat kemarin buzzer em oy sian gencar banget serang anies pasca debat ,0,anies,"['bocoran', 'turunnya', 'ele', '##kt', '##abilitas', 'bow', '##o', 'kalah', 'debat', 'kemarin', 'bu', '##zz', '##er', 'em', 'o', '##y', 'sian', 'gencar', 'banget', 'serang', 'anies', 'pasca', 'debat']"
anies terbaik ,2,anies,"['anies', 'terbaik']"
alhamdulillah anies anak sehat cerdas cantik ganteng akibat solihan orangtua surat al kahfi kesolehan orangtua berakibat kebahagiaan anak keturunan yuk ayah solih kont l medsos ,2,anies,"['alhamdulillah', 'anies', 'anak', 'sehat', 'cerdas', 'cantik', 'ganteng', 'akibat', 'sol', '##ihan', 'orangtua', 'surat', 'al', 'kah', '##fi', 'kes', '##olehan', 'orangtua', 'berakibat', 'kebahagiaan', 'anak', 'keturunan', 'yuk', 'ayah', 'sol', '##ih', 'kont', 'l', 'medsos']"
seonggok anak baperan milenial paham isi istana dituntun bang nicho silalahi gilbran ugm anak anak buta rekam jejak prestasi anies ribu sulit menyamai prabowo rising star an gibran lahir padam basi ,0,anies,"['seo', '##ng', '##go', '##k', 'anak', 'baper', '##an', 'milenial', 'paham', 'isi', 'istana', 'ditu', '##nt', '##un', 'bang', 'nich', '##o', 'sila', '##lah', '##i', 'gil', '##br', '##an', 'ugm', 'anak', 'anak', 'buta', 'rekam', 'jejak', 'prestasi', 'anies', 'ribu', 'sulit', 'menyamai', 'prabowo', 'ris', '##ing', 'star', 'an', 'gib', '##ran', 'lahir', 'padam', 'basi']"
bego banget lu oke kejelasan bapaknya debat kemarin tolong anies speak up anaknya tembak mati diusut pendukung prabowo bantu usut prabowo cari aman ,2,anies,"['beg', '##o', 'banget', 'lu', 'oke', 'kejelasan', 'bapaknya', 'debat', 'kemarin', 'tolong', 'anies', 'spe', '##ak', 'up', 'anaknya', 'tembak', 'mati', 'dius', '##ut', 'pendukung', 'prabowo', 'bantu', 'usut', 'prabowo', 'cari', 'aman']"
kerja anies rakyat pilih presiden cerdas kesejahteraan keadilan mencerdaskan bangsa vik iztc ,2,anies,"['kerja', 'anies', 'rakyat', 'pilih', 'presiden', 'cerdas', 'kesejahteraan', 'keadilan', 'mencerdaskan', 'bangsa', 'vik', 'iz', '##tc']"
selamat jujur suka lo cluk menpilkan anies berandamu susah post gambar anies eh cluk bukanya jualan karya prabowo singkong beli alutista rongsok lu angkat anies ,2,anies,"['selamat', 'jujur', 'suka', 'lo', 'cl', '##uk', 'men', '##pil', '##kan', 'anies', 'beranda', '##mu', 'susah', 'post', 'gambar', 'anies', 'eh', 'cl', '##uk', 'bukan', '##ya', 'jualan', 'karya', 'prabowo', 'singkong', 'beli', 'alut', '##ista', 'rong', '##so', '##k', 'lu', 'angkat', 'anies']"
apanya blunder anies bapaknya almarhum harun al rasyid pendukung pas ,1,anies,"['apanya', 'blu', '##nd', '##er', 'anies', 'bapaknya', 'almarhum', 'harun', 'al', 'rasyid', 'pendukung', 'pas']"
anies ditahan loh menyerang langsung tancap seru pilkada dki anies bilang ahok wifi al maidah anies terbukti konsisten ,2,anies,"['anies', 'ditahan', 'loh', 'menyerang', 'langsung', 'tan', '##cap', 'seru', 'pilkada', 'dki', 'anies', 'bilang', 'ahok', 'wifi', 'al', 'mai', '##dah', 'anies', 'terbukti', 'konsisten']"
prestasi anies jakarta membawa elektabilitas gerindra pemilu pemimpin negarawan kekanak an sok nagih balas budi ,0,anies,"['prestasi', 'anies', 'jakarta', 'membawa', 'ele', '##kt', '##abilitas', 'gerindra', 'pemilu', 'pemimpin', 'negara', '##wan', 'kekan', '##ak', 'an', 'sok', 'nag', '##ih', 'balas', 'budi']"
pilih anies mengikuti kriteria tersurat al qur an pedomannya yx e ,1,anies,"['pilih', 'anies', 'mengikuti', 'kriteria', 'ters', '##urat', 'al', 'qur', 'an', 'pedoman', '##nya', 'y', '##x', 'e']"
entar kalo anies nyungsep buzzernya tantrum menuduh dicurangi ,0,anies,"['ent', '##ar', 'kalo', 'anies', 'ny', '##ung', '##sep', 'bu', '##zz', '##ernya', 'tant', '##rum', 'menuduh', 'dic', '##urang', '##i']"
