full_text,cleaned_text,case_folding,normalisasi,affiliate,stemming,labeling
"@mochamadarip Kerja keras rip framing... Jgn lupa 03 wlpn sudah dikhianatin sama manusia kaya lu demi nafsu uang yang katanya sok idealis ikut telunjuk pdhl dibayar, ganjar tetap dukung 2045 Indonesia Maju...",Kerja keras rip framing Jgn lupa wlpn sudah dikhianatin sama manusia kaya lu demi nafsu uang yang katanya sok idealis ikut telunjuk pdhl dibayar ganjar tetap dukung Indonesia Maju,kerja keras rip framing jgn lupa wlpn sudah dikhianatin sama manusia kaya lu demi nafsu uang yang katanya sok idealis ikut telunjuk pdhl dibayar ganjar tetap dukung indonesia maju,kerja keras rip framing lupa wlpn dikhianatin manusia kayak lu nafsu uang sok idealis telunjuk dibayar ganjar dukung indonesia maju ,ganjar,kerja keras rip framing lupa wlpn dikhianatin manusia kayak lu nafsu uang sok idealis telunjuk bayar ganjar dukung indonesia maju,neutral
@ganjarpranowo @mohmahfudmd Pak Ganjar dan Pak Mahfud mendapatkan dukungan besar karena masyarakat melihat mereka sebagai agen perubahan yang akan menghentikan ketidakadilan.,Pak Ganjar dan Pak Mahfud mendapatkan dukungan besar karena masyarakat melihat mereka sebagai agen perubahan yang akan menghentikan ketidakadilan,pak ganjar dan pak mahfud mendapatkan dukungan besar karena masyarakat melihat mereka sebagai agen perubahan yang akan menghentikan ketidakadilan,ganjar mahfud dukungan masyarakat agen perubahan menghentikan ketidakadilan ,ganjar,ganjar mahfud dukung masyarakat agen ubah henti ketidakadilan,positive
"@Melihat_Indo Sumpah, apresiasi banget sama debatnya Pak Ganjar. Semua poinnya bener-bener bernilai tinggi",Sumpah apresiasi banget sama debatnya Pak Ganjar Semua poinnya bener bener bernilai tinggi,sumpah apresiasi banget sama debatnya pak ganjar semua poinnya bener bener bernilai tinggi,sumpah apresiasi banget debatnya ganjar poinnya bernilai ,ganjar,sumpah apresiasi banget debat ganjar poin nila,positive
@ekokuntadhi1 malu? apa yang harus malu coba survei itu membuktikan integritas pak ganjar sangat tinggi,malu apa yang harus malu coba survei itu membuktikan integritas pak ganjar sangat tinggi,malu apa yang harus malu coba survei itu membuktikan integritas pak ganjar sangat tinggi,malu malu coba survei membuktikan integritas ganjar ,ganjar,malu malu coba survei bukti integritas ganjar,negative
"Gass pollk Ganjar Mahfud MD,Ganjar Paling Tegas🤟 https://t.co/ZAGXpA31Pd",Gass pollk Ganjar Mahfud MD Ganjar Paling Tegas,gass pollk ganjar mahfud md ganjar paling tegas,gass pollk ganjar mahfud md ganjar ,ganjar,gass pollk ganjar mahfud md ganjar,neutral
"@ganjarpranowo @mohmahfudmd Ganjar Pranowo dan Mahfud MD adalah Pemimpin yang paling berintegritas dan tetap komit dalam penegakan hukum, ham dan pemberantasan korupsi.",Ganjar Pranowo dan Mahfud MD adalah Pemimpin yang paling berintegritas dan tetap komit dalam penegakan hukum ham dan pemberantasan korupsi,ganjar pranowo dan mahfud md adalah pemimpin yang paling berintegritas dan tetap komit dalam penegakan hukum ham dan pemberantasan korupsi,ganjar pranowo mahfud md pemimpin berintegritas komit penegakan hukum ham pemberantasan korupsi ,ganjar,ganjar pranowo mahfud md pimpin integritas komit tega hukum ham berantas korupsi,neutral
@ganjarpranowo @mohmahfudmd Pemimpin yang seperti inilah yang di inginkan indonesia. Bismillah ganjar mahfud 2024,Pemimpin yang seperti inilah yang di inginkan indonesia Bismillah ganjar mahfud,pemimpin yang seperti inilah yang di inginkan indonesia bismillah ganjar mahfud,pemimpin indonesia bismillah ganjar mahfud ,ganjar,pimpin indonesia bismillah ganjar mahfud,neutral
"@azisaleasa @Dennysiregar7 Woi bleguk.., wadas itu Ganjar mengawal dari awal, dan sdh banyak penolakan dari warga, stlh bnyk penolakan krn wadas berada di wilayah Jateng,makanya dia mengambil alih tangg jawab, itulah jiwa pemimpin yg sesungguhnya, lu cari mana ada jokowi bersikap ttg wadas!,ngumpet iya..",Woi bleguk wadas itu Ganjar mengawal dari awal dan sdh banyak penolakan dari warga stlh bnyk penolakan krn wadas berada di wilayah Jateng makanya dia mengambil alih tangg jawab itulah jiwa pemimpin yg sesungguhnya lu cari mana ada jokowi bersikap ttg wadas ngumpet iya,woi bleguk wadas itu ganjar mengawal dari awal dan sdh banyak penolakan dari warga stlh bnyk penolakan krn wadas berada di wilayah jateng makanya dia mengambil alih tangg jawab itulah jiwa pemimpin yg sesungguhnya lu cari mana ada jokowi bersikap ttg wadas ngumpet iya,woi bleguk wadas ganjar mengawal penolakan warga penolakan wadas wilayah jateng mengambil alih tangg jiwa pemimpin sesungguhnya lu cari jokowi bersikap wadas ngumpet iya ,ganjar,woi bleguk wadas ganjar awal tolak warga tolak wadas wilayah jateng ambil alih tangg jiwa pimpin sungguh lu cari jokowi sikap wadas ngumpet iya,negative
@Melihat_Indo Terlihat jelas sekali karakteristik seorang Pemimpin dapat tergambarkan betapa Pak Ganjar begitu tenang dan lugas dalam menjawab semua pertanyaan.,Terlihat jelas sekali karakteristik seorang Pemimpin dapat tergambarkan betapa Pak Ganjar begitu tenang dan lugas dalam menjawab semua pertanyaan,terlihat jelas sekali karakteristik seorang pemimpin dapat tergambarkan betapa pak ganjar begitu tenang dan lugas dalam menjawab semua pertanyaan,karakteristik pemimpin tergambarkan betapa ganjar tenang lugas ,ganjar,karakteristik pimpin gambar betapa ganjar tenang lugas,positive
"@bumnbersatu Kong arif bandingin ada berapa tv siarin debat rasanya cuma rcti yg menangin ganjar metro tvone kompas elsinta dll Anies polingnya yg menang ,untung daya ga percaya banget poling n survei,,Rakyatlah penentu segalanya",Kong arif bandingin ada berapa tv siarin debat rasanya cuma rcti yg menangin ganjar metro tvone kompas elsinta dll Anies polingnya yg menang untung daya ga percaya banget poling n survei Rakyatlah penentu segalanya,kong arif bandingin ada berapa tv siarin debat rasanya cuma rcti yg menangin ganjar metro tvone kompas elsinta dll anies polingnya yg menang untung daya ga percaya banget poling n survei rakyatlah penentu segalanya,kong arif bandingkan tv siarin debat rcti menangin ganjar metro tvone kompas elsinta dll anies polingnya menang untung daya percaya banget poling n survei rakyatlah penentu ,ganjar,kong arif banding tv siarin debat rcti menangin ganjar metro tvone kompas elsinta dll anies polingnya menang untung daya percaya banget poling n survei rakyat tentu,positive
"@Melihat_Indo Dari situ kita dapat menilai yg tepat bisa jadi pemimpin, cuma Pak Ganjar",Dari situ kita dapat menilai yg tepat bisa jadi pemimpin cuma Pak Ganjar,dari situ kita dapat menilai yg tepat bisa jadi pemimpin cuma pak ganjar,situ menilai pemimpin ganjar ,ganjar,situ nilai pimpin ganjar,positive
Ganjar Paling Tegas https://t.co/OVQweF8xts,Ganjar Paling Tegas,ganjar paling tegas,ganjar ,ganjar,ganjar,neutral
"@Dennysiregar7 Kenapa setiap kali ada kisah yg sdh terbukti seperti ide / pandangan penting Pak Ganjar, langsung naik darah anggota pelanggaran HAM dan etika berat MK.  Padahal kita santuy aja kalau ada promosi bohong mereka seperti pura-pura gemoy meski aslinya tukang ngamuk",Kenapa setiap kali ada kisah yg sdh terbukti seperti ide pandangan penting Pak Ganjar langsung naik darah anggota pelanggaran HAM dan etika berat MK Padahal kita santuy aja kalau ada promosi bohong mereka seperti pura pura gemoy meski aslinya tukang ngamuk,kenapa setiap kali ada kisah yg sdh terbukti seperti ide pandangan penting pak ganjar langsung naik darah anggota pelanggaran ham dan etika berat mk padahal kita santuy aja kalau ada promosi bohong mereka seperti pura pura gemoy meski aslinya tukang ngamuk,kali kisah terbukti ide pandangan ganjar langsung darah anggota pelanggaran ham etika berat santuy promosi bohong pura pura gemoy aslinya tukang ngamuk ,ganjar,kali kisah bukti ide pandang ganjar langsung darah anggota langgar ham etika berat santuy promosi bohong pura pura gemoy asli tukang ngamuk,negative
"@alextham878 Halaahh pendukung prabowo dadakan bisanya cuma jual nama jokowi + jelek²in kubu ganjar, sekali² update prestasi prabowo, walaupun rekam jejaknya kalahan.",Halaahh pendukung prabowo dadakan bisanya cuma jual nama jokowi jelek in kubu ganjar sekali update prestasi prabowo walaupun rekam jejaknya kalahan,halaahh pendukung prabowo dadakan bisanya cuma jual nama jokowi jelek in kubu ganjar sekali update prestasi prabowo walaupun rekam jejaknya kalahan,halaahh pendukung prabowo dadakan bisanya jual nama jokowi jelek kubu ganjar update prestasi prabowo rekam jejaknya kalahan ,ganjar,halaahh dukung prabowo dada bisa jual nama jokowi jelek kubu ganjar update prestasi prabowo rekam jejak kalah,negative
"@ganjarpranowo @mohmahfudmd Dengan Ganjar-Mahfud, masyarakat yakin bahwa jual beli jabatan dan praktik korupsi akan menjadi masa lalu yang terkubur.",Dengan Ganjar Mahfud masyarakat yakin bahwa jual beli jabatan dan praktik korupsi akan menjadi masa lalu yang terkubur,dengan ganjar mahfud masyarakat yakin bahwa jual beli jabatan dan praktik korupsi akan menjadi masa lalu yang terkubur,ganjar mahfud masyarakat jual beli jabatan praktik korupsi terkubur ,ganjar,ganjar mahfud masyarakat jual beli jabat praktik korupsi kubur,negative
"@ekokuntadhi1 Pak Ganjar, bukan hanya bikin pemerintahan bersih, tapi juga bikin kita bangga jadi warga Jateng!",Pak Ganjar bukan hanya bikin pemerintahan bersih tapi juga bikin kita bangga jadi warga Jateng,pak ganjar bukan hanya bikin pemerintahan bersih tapi juga bikin kita bangga jadi warga jateng,ganjar bikin pemerintahan bersih bikin bangga warga jateng ,ganjar,ganjar bikin perintah bersih bikin bangga warga jateng,positive
@Prihati_utami Kalau kita lihat pak ganjar paling tegas dan bisa menjawab dengan baik Ganjar Paling Tegas,Kalau kita lihat pak ganjar paling tegas dan bisa menjawab dengan baik Ganjar Paling Tegas,kalau kita lihat pak ganjar paling tegas dan bisa menjawab dengan baik ganjar paling tegas,lihat ganjar ganjar ,ganjar,lihat ganjar ganjar,neutral
jadi semakin yakin untuk pilih nomer 3 karena Ganjar Paling Tegas https://t.co/DlbSvo0QnU,jadi semakin yakin untuk pilih nomer karena Ganjar Paling Tegas,jadi semakin yakin untuk pilih nomer karena ganjar paling tegas,pilih nomer ganjar ,ganjar,pilih nomer ganjar,neutral
"@ganjarpranowo @mohmahfudmd Pokoknya sampai saat ini, pak Ganjar paling OK dari semua kandidat lainnya. Pertahankan ya pak...dan terus dekat langsung turun ke rakyat + tulus pada rakyat 👍",Pokoknya sampai saat ini pak Ganjar paling OK dari semua kandidat lainnya Pertahankan ya pak dan terus dekat langsung turun ke rakyat tulus pada rakyat,pokoknya sampai saat ini pak ganjar paling ok dari semua kandidat lainnya pertahankan ya pak dan terus dekat langsung turun ke rakyat tulus pada rakyat,pokoknya ganjar ok kandidat pertahankan ya langsung turun rakyat tulus rakyat ,ganjar,pokok ganjar ok kandidat tahan ya langsung turun rakyat tulus rakyat,positive
"@jokowi Para petani skrg sdh pinter , melek politik.. mereka ttp pilih pk ganjar ... mereka th jokowi sedang mengkampanyekan anak ny , mereka th anakny blom mampu untuk mengurus indonesia yg luas dan besar ...",Para petani skrg sdh pinter melek politik mereka ttp pilih pk ganjar mereka th jokowi sedang mengkampanyekan anak ny mereka th anakny blom mampu untuk mengurus indonesia yg luas dan besar,para petani skrg sdh pinter melek politik mereka ttp pilih pk ganjar mereka th jokowi sedang mengkampanyekan anak ny mereka th anakny blom mampu untuk mengurus indonesia yg luas dan besar,petani pintar melek politik pilih pakai ganjar jokowi mengkampanyekan anak nya anaknya mengurus indonesia luas ,ganjar,tani pintar melek politik pilih pakai ganjar jokowi kampanye anak nya anak urus indonesia luas,positive
"Untuk bersih2 harus pakai sapu yg bersih pula. Ganjar - Mahfud terbukti bersih Ganjar - Mahfud siap bersihkan koruptor"" di negri ini. #GanjarSikatKorupsi  #GanjarSikatKorupsi  #GanjarMahfud2024 https://t.co/V36jk9bRfI""",Untuk bersih harus pakai sapu yg bersih pula Ganjar Mahfud terbukti bersih Ganjar Mahfud siap bersihkan koruptor di negri ini Ganjar Sikat Korupsi Ganjar Sikat Korupsi Ganjar Mahfud,untuk bersih harus pakai sapu yg bersih pula ganjar mahfud terbukti bersih ganjar mahfud siap bersihkan koruptor di negri ini ganjar sikat korupsi ganjar sikat korupsi ganjar mahfud,bersih pakai sapu bersih ganjar mahfud terbukti bersih ganjar mahfud bersihkan koruptor negeri ganjar sikat korupsi ganjar sikat korupsi ganjar mahfud ,ganjar,bersih pakai sapu bersih ganjar mahfud bukti bersih ganjar mahfud sih koruptor negeri ganjar sikat korupsi ganjar sikat korupsi ganjar mahfud,positive
@Melihat_Indo emang pak ganjar itu keren banget sih pak debat kemarin,emang pak ganjar itu keren banget sih pak debat kemarin,emang pak ganjar itu keren banget sih pak debat kemarin,ganjar keren banget sih debat kemarin ,ganjar,ganjar keren banget sih debat kemarin,positive
"@ekokuntadhi1 Hangat sekali keluarga pak ganjar, saling dukung kepala keluarga",Hangat sekali keluarga pak ganjar saling dukung kepala keluarga,hangat sekali keluarga pak ganjar saling dukung kepala keluarga,hangat keluarga ganjar dukung kepala keluarga ,ganjar,hangat keluarga ganjar dukung kepala keluarga,positive
@ganjarpranowo @mohmahfudmd Bismillah pak Ganjar Mahfud terbaik dan programnya yang pasti akan bermanfaat dan bisa segera terealisasikan,Bismillah pak Ganjar Mahfud terbaik dan programnya yang pasti akan bermanfaat dan bisa segera terealisasikan,bismillah pak ganjar mahfud terbaik dan programnya yang pasti akan bermanfaat dan bisa segera terealisasikan,bismillah ganjar mahfud terbaik programnya bermanfaat terealisasikan ,ganjar,bismillah ganjar mahfud baik program manfaat realisasi,positive
@ganjarpranowo @mohmahfudmd Pak Ganjar dan Pak Mahfud memberikan janji yang jelas: koruptor akan dihukum dan pelanggaran HAM akan diselesaikan dengan tegas.,Pak Ganjar dan Pak Mahfud memberikan janji yang jelas koruptor akan dihukum dan pelanggaran HAM akan diselesaikan dengan tegas,pak ganjar dan pak mahfud memberikan janji yang jelas koruptor akan dihukum dan pelanggaran ham akan diselesaikan dengan tegas,ganjar mahfud janji koruptor dihukum pelanggaran ham diselesaikan ,ganjar,ganjar mahfud janji koruptor hukum langgar ham selesai,negative
@Melihat_Indo Performa pak ganjar saat debat emang terbaik  Penyampaiannya sangat gamblang dan lugas makanya mudah di pahami,Performa pak ganjar saat debat emang terbaik Penyampaiannya sangat gamblang dan lugas makanya mudah di pahami,performa pak ganjar saat debat emang terbaik penyampaiannya sangat gamblang dan lugas makanya mudah di pahami,performa ganjar debat terbaik penyampaiannya gamblang lugas mudah pahami ,ganjar,performa ganjar debat baik sampai gamblang lugas mudah paham,positive
@ainunnajib Kenapa ngga ada pilihan ngga mau calon PDIP atau ngga mau Ganjar?,Kenapa ngga ada pilihan ngga mau calon PDIP atau ngga mau Ganjar,kenapa ngga ada pilihan ngga mau calon pdip atau ngga mau ganjar,pilihan calon pdip ganjar ,ganjar,pilih calon pdip ganjar,neutral
@Melihat_Indo Pak Ganjar terlihat santai dlm menjawab smua prtnyaan,Pak Ganjar terlihat santai dlm menjawab smua prtnyaan,pak ganjar terlihat santai dlm menjawab smua prtnyaan,ganjar santai prtnyaan ,ganjar,ganjar santai prtnyaan,positive
@Melihat_Indo Pokoknya debat semalam pak ganjar yang paling tegas dari capres lainnya,Pokoknya debat semalam pak ganjar yang paling tegas dari capres lainnya,pokoknya debat semalam pak ganjar yang paling tegas dari capres lainnya,pokoknya debat semalam ganjar capres ,ganjar,pokok debat malam ganjar capres,neutral
"@Nikmatul_Sg @ganjarpranowo Keluarga pak Ganjar yang selalu memberikan dukungan penuh, menjadi kekuatan besar Pak Ganjar",Keluarga pak Ganjar yang selalu memberikan dukungan penuh menjadi kekuatan besar Pak Ganjar,keluarga pak ganjar yang selalu memberikan dukungan penuh menjadi kekuatan besar pak ganjar,keluarga ganjar dukungan penuh kekuatan ganjar ,ganjar,keluarga ganjar dukung penuh kuat ganjar,positive
@ganjarpranowo @mohmahfudmd Suara masyarakat yang bersatu memberikan harapan bahwa Ganjar-Mahfud benar-benar akan membawa perubahan yang dibutuhkan oleh bangsa ini.,Suara masyarakat yang bersatu memberikan harapan bahwa Ganjar Mahfud benar benar akan membawa perubahan yang dibutuhkan oleh bangsa ini,suara masyarakat yang bersatu memberikan harapan bahwa ganjar mahfud benar benar akan membawa perubahan yang dibutuhkan oleh bangsa ini,suara masyarakat bersatu harapan ganjar mahfud membawa perubahan dibutuhkan bangsa ,ganjar,suara masyarakat satu harap ganjar mahfud bawa ubah butuh bangsa,positive
@kumparan Salut sama Pak Ganjar berani menantang untuk membuat pengadilan HAM dan menguak kebenaran,Salut sama Pak Ganjar berani menantang untuk membuat pengadilan HAM dan menguak kebenaran,salut sama pak ganjar berani menantang untuk membuat pengadilan ham dan menguak kebenaran,salut ganjar berani menantang pengadilan ham menguak kebenaran ,ganjar,salut ganjar berani tantang adil ham uak benar,positive
@ganjarpranowo Semangat baru nih suasana debat dengan ketegangan tapi pak Ganjar tetap tenang,Semangat baru nih suasana debat dengan ketegangan tapi pak Ganjar tetap tenang,semangat baru nih suasana debat dengan ketegangan tapi pak ganjar tetap tenang,semangat nih suasana debat ketegangan ganjar tenang ,ganjar,semangat nih suasana debat tegang ganjar tenang,positive
"@ekokuntadhi1 Keluarga cemara, adem banget liat bu atikoh dan mas alam yang saling support pak ganjar",Keluarga cemara adem banget liat bu atikoh dan mas alam yang saling support pak ganjar,keluarga cemara adem banget liat bu atikoh dan mas alam yang saling support pak ganjar,keluarga cemara adem banget lihat bu atikoh mas alam support ganjar ,ganjar,keluarga cemara adem banget lihat bu atikoh mas alam support ganjar,positive
